kfl00001_0060	AT5G08060
kfl00112_0130	AT4G34240
kfl00112_0140	AT1G05200
kfl00112_0150	AT3G51480
kfl00112_0160	AT3G43790
kfl00112_0170	AT5G11600
kfl00112_0190	AT4G12590
kfl00112_0200	AT4G39910
kfl00112_0210	AT5G38560
kfl00112_0260	AT1G77710
kfl00113_0020	AT1G64600
kfl00113_0030	AT5G39520
kfl00113_0040	AT1G67340
kfl00113_0050	AT5G50450
kfl00113_0060	AT1G76050
kfl00113_0080	AT1G70150
kfl00113_0100	AT4G00560
kfl00113_0110	AT5G56130
kfl00113_0120	AT1G01170
kfl00113_0130	AT5G20910
kfl00113_0140	AT2G35390
kfl00113_0150	AT2G28000
kfl00113_0160	AT1G23380
kfl00113_0180	AT1G23380
kfl00113_0190	AT1G31500
kfl00113_0200	AT2G25870
kfl00113_0230	AT4G19490
kfl00113_0240	AT4G19490
kfl00113_0250	AT1G67620
kfl00113_0260	AT2G45030
kfl00113_0290	AT5G22940
kfl00113_0300	AT4G29170
kfl00114_0010	AT3G28430
kfl00114_g2	AT1G36030
kfl00114_0020	AT1G35190
kfl00114_0030	AT1G66330
kfl00114_0050	AT5G39900
kfl00114_0060	AT1G43860
kfl00114_0070	AT2G45440
kfl00114_0090	AT3G16260
kfl00114_0100	AT2G28370
kfl00114_0110	AT1G07370
kfl00114_0120	AT2G23390
kfl00114_0130	AT4G15563
kfl00114_0140	AT2G42450
kfl00114_0170	AT4G35140
kfl00114_0180	AT5G65960
kfl00114_0190	AT5G61050
kfl00114_0200	AT3G57290
kfl00114_0220	AT2G43040
kfl00114_0230	AT1G34350
kfl00114_0240	AT4G36480
kfl00114_0250	AT3G09360
kfl00114_0260	AT1G74730
kfl00115_0010	AT3G27650
kfl00115_0030	AT3G24650
kfl00115_0035	AT1G01020
kfl00115_0050	AT4G02220
kfl00115_0070	AT5G50450
kfl00115_0080	AT5G63860
kfl00115_0100	AT4G33460
kfl00115_0110	AT2G41640
kfl00115_0150	AT5G22950
kfl00115_0160	AT2G39670
kfl00115_0190	AT3G26570
kfl00115_0200	AT1G72320
kfl00115_0210	AT1G70760
kfl00115_0220	AT5G10810
kfl00115_0240	AT1G16560
kfl00115_0250	AT1G15730
kfl00115_0255	AT1G80480
kfl00115_0260	AT5G50310
kfl00116_0060	AT1G80950
kfl00116_0070	AT1G43850
kfl00116_0085	AT1G55230
kfl00116_0090	AT1G04020
kfl00116_0100	AT1G16570
kfl00116_0170	AT1G52290
kfl00116_0180	AT1G71120
kfl00116_0190	AT3G26090
kfl00116_0200	AT4G01897
kfl00116_0220	AT1G08370
kfl00116_0230	AT4G02530
kfl00116_0240	AT3G22960
kfl00116_0250	AT5G63000
kfl00116_0260	AT4G32930
kfl00116_0270	AT5G23200
kfl00116_0280	AT3G63390
kfl00116_0300	AT1G19110
kfl00117_0060	AT1G67090
kfl00117_0070	AT5G56220
kfl00117_0090	AT1G55540
kfl00117_0100	AT4G37900
kfl00117_0110	AT2G26670
kfl00117_0140	AT3G49000
kfl00117_0150	AT4G21800
kfl00117_0160	AT1G20575
kfl00117_0190	AT1G65860
kfl00117_0200	AT1G15900
kfl00117_0210	AT4G04640
kfl00117_0220	AT2G01490
kfl00117_0230	AT5G64510
kfl00117_0240	AT3G02250
kfl00117_0250	AT5G04120
kfl00118_0010	AT5G32440
kfl00118_0020	AT3G20870
kfl00118_0040	AT5G59570
kfl00118_0050	AT4G08960
kfl00118_0070	AT4G32040
kfl00118_0090	AT5G66720
kfl00118_0110	AT5G53000
kfl00118_0120	AT1G73600
kfl00118_0140	AT3G46970
kfl00118_0170	AT3G12040
kfl00118_0190	AT5G45380
kfl00118_g23	AT5G45380
kfl00118_0210	AT2G39880
kfl00118_0220	AT4G28740
kfl00118_0240	AT3G27100
kfl00118_0250	AT2G21940
kfl00118_0260	AT2G05320
kfl00118_0270	AT2G47390
kfl00118_0280	AT3G28460
kfl00118_0310	AT4G23430
kfl00118_0320	AT5G13630
kfl00118_0330	AT2G43465
kfl00118_0340	AT3G12930
kfl00118_0360	AT5G66540
kfl00119_0010	AT2G01170
kfl00119_0020	AT2G43430
kfl00119_0030	AT3G63520
kfl00119_0040	AT4G19170
kfl00119_0070	AT5G02270
kfl00119_0090	AT3G02850
kfl00119_0100	AT3G26115
kfl00119_0110	AT2G02390
kfl00119_0130	AT5G48830
kfl00119_0140	AT3G05030
kfl00119_0160	AT3G11900
kfl00119_0170	AT1G52870
kfl00119_0185	AT5G02270
kfl00120_0010	AT5G47790
kfl00120_0020	AT2G47910
kfl00120_0030	AT2G45620
kfl00120_0040	AT1G69500
kfl00120_0050	AT5G60640
kfl00120_0060	AT5G35980
kfl00120_0070	AT5G49150
kfl00120_0100	AT1G05460
kfl00120_0110	AT1G66880
kfl00120_0140	AT3G18060
kfl00120_0150	AT1G48160
kfl00120_0160	AT1G29930
kfl00120_0170	AT5G53090
kfl00120_0180	AT1G69340
kfl00120_0200	AT2G15560
kfl00120_0210	AT4G36050
kfl00120_0220	AT2G24790
kfl00120_0230	AT3G08950
kfl00120_0240	AT1G01350
kfl00120_0250	AT3G12270
kfl00120_0260	AT5G14260
kfl00120_0270	AT5G51070
kfl00120_0290	AT1G56420
kfl00121_0010	AT3G16840
kfl00121_0020	AT4G24460
kfl00121_0040	AT5G63840
kfl00121_0050	AT5G54910
kfl00121_0060	AT4G37060
kfl00121_0070	AT4G33760
kfl00121_0080	AT2G40780
kfl00121_0090	AT3G17040
kfl00121_0110	AT1G67070
kfl00121_0120	AT4G31790
kfl00121_0140	AT5G22620
kfl00121_0150	AT3G49800
kfl00121_0160	AT5G22620
kfl00121_0170	AT5G54260
kfl00121_0200	AT4G26620
kfl00121_0210	AT5G38900
kfl00121_0220	AT1G67530
kfl00122_0010	AT3G09330
kfl00122_0020	AT5G02180
kfl00122_0030	AT1G31970
kfl00122_0040	AT5G49730
kfl00122_0060	AT3G62870
kfl00122_0070	AT5G49020
kfl00122_0100	AT5G49730
kfl00122_0110	AT3G49660
kfl00122_0130	AT5G67340
kfl00122_0140	AT5G05480
kfl00122_0150	AT5G63890
kfl00122_0160	AT3G49660
kfl00122_0180	AT5G51510
kfl00122_0190	AT5G17930
kfl00122_0210	AT5G19880
kfl00123_0030	AT5G43250
kfl00123_0040	AT1G77610
kfl00123_0060	AT3G26570
kfl00123_0080	AT5G22140
kfl00123_0090	AT2G39580
kfl00123_0110	AT2G39130
kfl00123_0120	AT1G13180
kfl00123_0130	AT5G61840
kfl00123_0140	AT5G62620
kfl00124_0010	AT5G59710
kfl00124_0020	AT5G60120
kfl00124_0025	AT5G67180
kfl00124_0030	AT5G26800
kfl00124_0040	AT4G13780
kfl00124_0050	AT1G78790
kfl00124_0070	AT1G24290
kfl00124_0075	AT3G23760
kfl00124_0080	AT4G24560
kfl00124_0090	AT4G29860
kfl00124_0110	AT3G20330
kfl00124_0120	AT5G52820
kfl00124_0140	AT5G12310
kfl00124_0160	AT5G13500
kfl00124_0180	AT2G18250
kfl00124_0200	AT1G47830
kfl00124_0210	AT5G01660
kfl00124_0230	AT4G02980
kfl00124_0250	AT2G43940
kfl00124_0260	AT3G13120
kfl00124_0270	AT1G07810
kfl00124_0290	AT3G14400
kfl00124_0300	AT1G03140
kfl00124_0310	AT1G10170
kfl00124_0320	AT5G11470
kfl00124_0330	AT3G17360
kfl00124_0350	AT3G62130
kfl00125_0010	AT3G54860
kfl00125_0020	AT2G13370
kfl00125_0030	AT3G16260
kfl00125_0040	AT2G20690
kfl00125_0050	AT3G57880
kfl00125_0060	AT1G71440
kfl00125_0090	AT2G34570
kfl00125_0100	AT1G56000
kfl00125_0110	AT1G70590
kfl00125_0120	AT5G19180
kfl00125_g14	AT2G42620
kfl00125_0130	AT1G63660
kfl00125_0140	AT3G61480
kfl00125_0150	AT2G25610
kfl00125_0160	AT5G67320
kfl00125_0170	AT2G37190
kfl00125_0180	AT5G25150
kfl00125_0190	AT1G51060
kfl00125_0200	AT2G32730
kfl00125_0210	AT2G39810
kfl00125_0230	AT3G56160
kfl00125_0250	AT4G33950
kfl00125_0260	AT1G54115
kfl00125_0270	AT1G18270
kfl00126_0010	AT3G12080
kfl00126_0040	AT3G46450
kfl00126_0050	AT1G79550
kfl00126_0060	AT5G50630
kfl00126_0070	AT1G29120
kfl00126_0080	AT1G31780
kfl00126_0090	AT2G24710
kfl00126_0100	AT1G76140
kfl00126_0120	AT4G15233
kfl00126_0130	AT3G52960
kfl00126_g14	AT1G75125
kfl00126_0140	AT1G53025
kfl00126_0150	AT3G28180
kfl00126_0160	AT1G51990
kfl00126_0170	AT1G22700
kfl00126_0180	AT5G61150
kfl00126_0190	AT1G60070
kfl00126_0200	AT5G10740
kfl00126_0210	AT3G17910
kfl00126_0220	AT5G64300
kfl00126_0230	AT2G32320
kfl00126_0260	AT1G77550
kfl00126_0270	AT1G13870
kfl00127_0030	AT2G29260
kfl00127_0040	AT1G70730
kfl00127_0050	AT3G50720
kfl00127_0060	AT2G31030
kfl00127_0090	AT3G07670
kfl00127_0110	AT3G61740
kfl00127_0120	AT5G51200
kfl00127_0150	AT5G05560
kfl00127_0155	AT2G30800
kfl00127_0160	AT2G18850
kfl00127_0170	AT5G26040
kfl00127_0180	AT4G04190
kfl00127_0200	AT5G18640
kfl00127_0210	AT2G32320
kfl00127_0220	AT2G33550
kfl00128_0010	AT2G19640
kfl00128_0020	AT2G27900
kfl00128_0030	AT2G45490
kfl00128_0040	AT2G03120
kfl00128_0050	AT1G78870
kfl00128_0060	AT1G80670
kfl00128_0070	AT1G69550
kfl00128_0080	AT4G21890
kfl00128_0090	AT5G39590
kfl00128_0120	AT5G61060
kfl00128_0130	AT4G00695
kfl00128_0140	AT1G53280
kfl00128_0150	AT1G09710
kfl00128_0170	AT1G60780
kfl00128_0180	AT4G32400
kfl00128_0190	AT5G02120
kfl00128_0200	AT3G43590
kfl00128_0230	AT2G42820
kfl00128_0240	AT2G14110
kfl00128_0250	AT5G43080
kfl00128_0270	AT5G02180
kfl00128_0290	AT4G17620
kfl00129_0010	AT1G02890
kfl00129_0020	AT5G24680
kfl00129_0030	AT1G59990
kfl00129_0040	AT5G27600
kfl00129_0060	AT3G49660
kfl00129_0070	AT3G45300
kfl00129_0080	AT1G68830
kfl00129_0090	AT5G01640
kfl00129_0100	AT2G40650
kfl00129_0110	AT1G75020
kfl00129_0120	AT2G35610
kfl00129_0130	AT2G16920
kfl00129_0140	AT5G19840
kfl00129_0160	AT3G23255
kfl00129_0180	AT4G27500
kfl00129_0190	AT1G50480
kfl00129_0200	AT3G14840
kfl00129_0210	AT1G76200
kfl00129_0220	AT1G49040
kfl00129_0230	AT1G47980
kfl00129_0240	AT3G07400
kfl00129_0250	AT2G07340
kfl00129_0260	AT3G29200
kfl00129_0270	AT2G01320
kfl00130_0010	AT1G73990
kfl00130_0040	AT2G46260
kfl00130_0050	AT3G57300
kfl00130_0060	AT3G19450
kfl00130_0070	AT4G37970
kfl00130_0080	AT1G71310
kfl00130_0090	AT5G64050
kfl00130_0100	AT3G24570
kfl00130_0110	AT4G28030
kfl00130_0130	AT5G27740
kfl00130_0140	AT1G05000
kfl00130_0150	AT3G10220
kfl00130_0160	AT5G11100
kfl00130_0170	AT3G24110
kfl00130_0180	AT4G23630
kfl00130_0190	AT3G45590
kfl00130_0200	AT5G42950
kfl00130_0210	AT1G48440
kfl00130_0220	AT3G08640
kfl00130_0240	AT3G48560
kfl00130_0250	AT4G37790
kfl00130_0270	AT5G43940
kfl00130_0290	AT5G21274
kfl00130_0300	AT1G67140
kfl00130_0320	AT4G19610
kfl00131_0020	AT1G11160
kfl00131_0040	AT5G65450
kfl00131_0085	AT4G39830
kfl00131_0095	AT5G01930
kfl00131_0100	AT5G01930
kfl00131_0120	AT3G62370
kfl00131_0130	AT5G36880
kfl00131_0140	AT1G56550
kfl00131_0150	AT4G26555
kfl00131_0160	AT4G35987
kfl00131_0180	AT5G25150
kfl00131_0190	AT2G31400
kfl00131_0200	AT1G69680
kfl00132_0040	AT3G20890
kfl00132_0060	AT2G47350
kfl00132_0070	AT3G08930
kfl00132_0080	AT5G27720
kfl00132_0090	AT1G07470
kfl00132_0100	AT1G15470
kfl00132_0130	AT1G78660
kfl00132_0140	AT3G03210
kfl00132_0150	AT1G11240
kfl00132_0160	AT2G47790
kfl00132_0170	AT3G42150
kfl00132_0180	AT2G04039
kfl00132_0190	AT3G43240
kfl00132_0200	AT5G41380
kfl00132_0220	AT5G54310
kfl00132_0230	AT1G05510
kfl00132_0240	AT2G26640
kfl00132_0250	AT5G64580
kfl00133_0015	AT4G36490
kfl00133_0030	AT1G54500
kfl00133_0040	AT3G16857
kfl00133_0050	AT2G20050
kfl00133_0060	AT1G09070
kfl00133_0070	AT2G48060
kfl00133_0090	AT4G13930
kfl00133_0100	AT3G47520
kfl00133_0110	AT3G15380
kfl00133_0120	AT5G58710
kfl00133_0130	AT2G02970
kfl00133_0140	AT3G62310
kfl00133_0150	AT4G02220
kfl00133_0160	AT4G02220
kfl00133_0170	AT1G15140
kfl00133_0180	AT1G68090
kfl00133_0190	AT1G09770
kfl00133_0210	AT3G07660
kfl00133_0220	AT4G39680
kfl00133_0230	AT1G10890
kfl00133_0240	AT4G30210
kfl00133_0250	AT3G07860
kfl00133_0290	AT3G25530
kfl00134_0030	AT1G48380
kfl00134_0040	AT5G16240
kfl00134_0050	AT2G22780
kfl00134_0060	AT1G47128
kfl00134_0070	AT3G12350
kfl00134_0080	AT1G67340
kfl00134_0090	AT3G04260
kfl00134_0100	AT1G68300
kfl00134_0110	AT5G10790
kfl00134_0120	AT5G65220
kfl00134_0130	AT1G61040
kfl00134_0220	AT1G34130
kfl00134_0230	AT4G15920
kfl00134_0250	AT2G38960
kfl00134_0260	AT5G26749
kfl00134_0270	AT4G18593
kfl00134_0280	AT3G57890
kfl00135_0010	AT3G01340
kfl00135_0030	AT1G72390
kfl00135_0040	AT5G53770
kfl00135_0050	AT2G24640
kfl00135_0060	AT3G13110
kfl00135_0080	AT4G20990
kfl00135_0090	AT1G21710
kfl00135_0100	AT5G41880
kfl00135_0110	AT1G62610
kfl00135_0150	AT1G77670
kfl00135_0170	AT5G58770
kfl00135_0180	AT1G61030
kfl00135_0200	AT3G23600
kfl00135_0210	AT4G14600
kfl00135_0250	AT3G09080
kfl00135_0260	AT2G25360
kfl00135_0270	AT1G60450
kfl00135_0280	AT3G25780
kfl00136_0050	AT2G01350
kfl00136_0070	AT5G50450
kfl00136_0090	AT5G14520
kfl00136_0120	AT4G30110
kfl00136_0130	AT5G14220
kfl00136_0140	AT3G58690
kfl00136_0150	AT5G50950
kfl00136_0160	AT2G01970
kfl00136_0170	AT5G51140
kfl00136_0180	AT4G30820
kfl00136_0190	AT1G76100
kfl00136_0200	AT3G11540
kfl00136_0230	AT3G10650
kfl00136_0240	AT1G61850
kfl00136_0250	AT5G18790
kfl00136_0255	AT5G02860
kfl00136_0260	AT1G30460
kfl00136_0270	AT1G07510
kfl00137_0010	AT1G64850
kfl00137_0030	AT1G64680
kfl00137_0040	AT3G53130
kfl00137_0050	AT5G47390
kfl00137_0060	AT5G19740
kfl00137_0070	AT3G07300
kfl00137_0090	AT4G35640
kfl00137_0100	AT2G34050
kfl00137_0110	AT4G34620
kfl00137_0120	AT1G67280
kfl00137_0130	AT1G03330
kfl00137_0140	AT2G28130
kfl00137_0160	AT4G32320
kfl00137_0180	AT5G01590
kfl00137_0200	AT4G02220
kfl00137_0210	AT4G33060
kfl00137_0220	AT1G05190
kfl00137_0230	AT1G05190
kfl00137_0250	AT5G13630
kfl00137_0260	AT3G12530
kfl00138_0010	AT4G03280
kfl00138_0020	AT3G63520
kfl00138_0035	AT4G15093
kfl00138_0040	AT5G19660
kfl00138_0050	AT1G35780
kfl00138_0070	AT4G15093
kfl00138_0080	AT5G38890
kfl00138_0110	AT2G26970
kfl00138_0120	AT3G07020
kfl00138_0130	AT1G14270
kfl00138_0140	AT2G40730
kfl00138_0150	AT5G39150
kfl00138_0160	AT5G38960
kfl00138_0170	AT1G32750
kfl00138_0180	AT3G58180
kfl00139_0030	AT5G50240
kfl00139_0040	AT4G17080
kfl00139_0050	AT5G49540
kfl00139_0060	AT5G23190
kfl00139_0070	AT1G10510
kfl00139_0080	AT1G74210
kfl00139_0090	AT2G17510
kfl00139_0100	AT2G44920
kfl00139_0120	AT5G20220
kfl00139_0130	AT5G60620
kfl00139_0140	AT3G17940
kfl00139_0150	AT1G14140
kfl00139_0160	AT2G44140
kfl00139_0170	AT4G22250
kfl00139_0190	AT4G15900
kfl00139_0200	AT3G15351
kfl00139_0210	AT3G58460
kfl00139_0220	AT1G16720
kfl00139_0230	AT2G37730
kfl00139_0240	AT3G02860
kfl00139_0250	AT1G50500
kfl00139_0270	AT5G62270
kfl00139_0280	AT4G31670
kfl00139_0300	AT5G04710
kfl00139_0310	AT2G13360
kfl00139_0320	AT3G54480
kfl00139_0330	AT3G11330
kfl00140_0010	AT5G42370
kfl00140_0020	AT2G13610
kfl00140_0030	AT3G24560
kfl00140_0050	AT1G26700
kfl00140_0060	AT1G77090
kfl00140_0070	AT3G11830
kfl00140_0080	AT5G36890
kfl00140_0090	AT3G51840
kfl00140_0100	AT3G04380
kfl00140_0110	AT1G80230
kfl00140_0120	AT4G03020
kfl00140_0130	AT5G08710
kfl00140_0140	AT5G53500
kfl00140_0150	AT3G57680
kfl00140_0170	AT4G03560
kfl00140_0180	AT4G11800
kfl00140_0190	AT3G47490
kfl00140_0200	AT2G34860
kfl00141_0010	AT2G15900
kfl00141_0040	AT1G72040
kfl00141_0070	AT1G66740
kfl00141_0100	AT3G19950
kfl00141_0110	AT5G50960
kfl00141_0120	AT5G14670
kfl00141_0130	AT5G14670
kfl00141_0140	AT3G17590
kfl00141_0150	AT5G36940
kfl00141_0160	AT2G13840
kfl00141_0170	AT3G58970
kfl00141_0180	AT3G21310
kfl00141_0225	AT1G03060
kfl00141_0250	AT2G36370
kfl00141_0260	AT4G31720
kfl00141_0270	AT1G04340
kfl00141_0280	AT1G42970
kfl00141_0290	AT5G17500
kfl00141_0300	AT1G68140
kfl00141_0310	AT1G23180
kfl00142_0010	AT3G24800
kfl00142_0020	AT3G56900
kfl00142_0040	AT5G37055
kfl00142_0050	AT2G37790
kfl00142_0060	AT1G36380
kfl00142_0070	AT3G22980
kfl00142_0080	AT3G06400
kfl00142_0090	AT5G61500
kfl00142_0100	AT3G57490
kfl00142_0110	AT3G08980
kfl00142_0120	AT5G36790
kfl00142_0130	AT1G59470
kfl00142_0160	AT3G57330
kfl00142_0175	AT5G14620
kfl00142_0190	AT1G34065
kfl00142_0200	AT1G62670
kfl00142_0215	ATMG00860
kfl00143_0020	AT3G12500
kfl00143_0030	AT1G74770
kfl00143_0050	AT5G55490
kfl00143_0060	AT2G39250
kfl00143_0130	AT3G15520
kfl00143_0140	AT3G04840
kfl00143_0150	AT5G47560
kfl00143_0160	AT3G05940
kfl00144_0010	AT1G18720
kfl00144_0020	AT3G05600
kfl00144_0030	AT1G18335
kfl00144_0050	AT3G50790
kfl00144_0090	AT1G07645
kfl00144_0110	AT1G14687
kfl00144_0120	AT3G62250
kfl00144_0130	AT3G57870
kfl00144_0150	AT5G41150
kfl00144_0160	AT1G14687
kfl00144_0170	AT5G47540
kfl00144_0180	AT1G24470
kfl00144_0210	AT2G02148
kfl00144_0220	AT5G18110
kfl00144_0240	AT5G61840
kfl00144_0250	AT4G00370
kfl00144_0270	AT5G27660
kfl00144_0280	AT1G69020
kfl00144_0290	AT2G46900
kfl00144_0300	AT2G46900
kfl00144_0310	AT4G04950
kfl00144_0330	AT1G79350
kfl00144_0340	AT5G20990
kfl00145_0030	AT1G50260
kfl00145_0060	AT1G07350
kfl00145_0070	AT3G04500
kfl00145_0080	AT3G19510
kfl00145_0160	AT5G14780
kfl00145_0170	AT5G14780
kfl00145_0180	AT3G17040
kfl00145_0210	AT3G28730
kfl00146_0030	AT3G10572
kfl00146_0040	AT3G50240
kfl00146_0060	AT3G59570
kfl00146_0110	AT3G22142
kfl00146_0120	AT5G16630
kfl00146_0130	AT3G48470
kfl00146_0140	AT3G01490
kfl00146_0150	AT3G62940
kfl00146_0160	AT5G02860
kfl00146_0180	AT1G52630
kfl00146_0190	AT5G61760
kfl00146_0200	AT5G18420
kfl00146_0210	AT4G14890
kfl00146_0220	AT1G55620
kfl00146_0230	AT2G20940
kfl00146_0240	AT2G45640
kfl00146_0250	AT2G19940
kfl00147_0010	AT1G53470
kfl00147_0015	AT1G78610
kfl00147_0020	AT4G11260
kfl00147_0030	AT4G36880
kfl00147_0040	AT3G02820
kfl00147_0050	AT1G08600
kfl00147_0060	AT3G27650
kfl00147_0070	AT3G51610
kfl00147_0090	AT3G16640
kfl00147_0100	AT5G20160
kfl00147_0110	AT1G03950
kfl00147_0130	AT3G52905
kfl00147_0140	AT2G35795
kfl00147_0150	AT1G51550
kfl00147_0160	AT3G07960
kfl00147_0180	AT2G20390
kfl00147_0190	AT5G65720
kfl00147_0200	AT5G09430
kfl00147_0210	AT5G58130
kfl00147_0220	AT4G20070
kfl00147_0230	AT4G14615
kfl00147_0240	AT2G42770
kfl00147_0260	AT5G22060
kfl00148_0040	AT5G61330
kfl00148_0050	AT1G27070
kfl00148_0060	AT2G03390
kfl00148_0070	AT3G23610
kfl00148_0080	AT5G48300
kfl00148_0100	AT1G06515
kfl00148_0110	AT3G04680
kfl00148_0130	AT4G31670
kfl00148_0140	AT2G35140
kfl00148_0150	AT1G01910
kfl00148_0160	AT3G08920
kfl00148_0190	AT5G10730
kfl00148_0200	AT1G73750
kfl00148_0220	AT3G55750
kfl00148_0230	AT1G20575
kfl00148_0240	AT5G63950
kfl00148_0250	AT1G14880
kfl00148_0270	AT2G46020
kfl00149_0010	AT4G38650
kfl00149_0030	AT4G27700
kfl00149_0040	AT5G10190
kfl00149_0070	AT1G58370
kfl00149_0080	AT4G15230
kfl00149_0085	AT2G29940
kfl00149_0090	AT1G53570
kfl00149_0100	AT2G29650
kfl00150_0020	AT5G26760
kfl00150_0030	AT2G37760
kfl00150_0040	AT4G18770
kfl00150_0060	AT5G57300
kfl00150_0080	AT4G35000
kfl00150_0090	AT2G25350
kfl00150_0100	AT5G44650
kfl00150_0110	AT1G56180
kfl00150_0120	AT3G58690
kfl00150_0130	AT3G54360
kfl00150_0140	AT1G59820
kfl00150_0160	AT3G04650
kfl00150_0170	AT3G15010
kfl00150_0180	AT2G45690
kfl00150_0190	AT3G48590
kfl00150_0200	AT2G20300
kfl00150_0210	AT4G34030
kfl00150_0230	AT1G12430
kfl00150_0250	AT1G31170
kfl00150_0260	AT4G13420
kfl00151_0030	AT3G10370
kfl00151_0050	AT3G55850
kfl00151_0090	AT3G20290
kfl00151_0100	AT3G54690
kfl00151_0130	AT4G19040
kfl00151_0140	AT2G30870
kfl00151_0150	AT2G14910
kfl00151_0160	AT2G35130
kfl00151_0170	AT4G28360
kfl00151_0180	AT3G01435
kfl00151_0190	AT5G19910
kfl00151_0200	AT5G51170
kfl00151_0210	AT2G17700
kfl00151_0220	AT2G17700
kfl00151_0240	AT5G55280
kfl00151_0260	AT3G54540
kfl00151_0270	AT5G17510
kfl00151_0280	AT2G30870
kfl00151_0290	AT3G56720
kfl00151_0300	AT4G39660
kfl00151_0310	AT1G22260
kfl00151_0320	AT5G54590
kfl00152_0010	AT5G15640
kfl00152_0020	AT2G30320
kfl00152_0030	AT2G44740
kfl00152_0040	AT2G03270
kfl00152_0050	AT5G03420
kfl00152_0060	AT4G29520
kfl00152_0070	AT2G34650
kfl00152_0140	AT5G41950
kfl00152_0150	AT3G26750
kfl00152_0160	AT2G17820
kfl00152_0170	AT2G46540
kfl00152_0220	AT1G63270
kfl00152_0230	AT1G55150
kfl00152_0240	AT3G17668
kfl00152_0250	AT1G56550
kfl00153_0020	AT5G65500
kfl00153_0040	AT1G79740
kfl00153_0050	AT4G15470
kfl00153_0060	AT4G33600
kfl00153_0110	AT5G25940
kfl00153_0130	AT5G16520
kfl00153_0160	AT4G02070
kfl00153_0175	AT3G63130
kfl00153_0180	AT2G20320
kfl00153_0200	AT4G27340
kfl00153_0220	AT1G16250
kfl00154_0010	AT1G14080
kfl00154_0020	AT1G31870
kfl00154_0030	AT4G15560
kfl00154_0040	AT5G06060
kfl00154_0050	AT5G06060
kfl00154_0070	AT2G36200
kfl00154_g8	AT5G25570
kfl00154_0080	AT2G06010
kfl00154_0090	AT5G04270
kfl00154_0100	AT1G04860
kfl00154_0110	AT4G15830
kfl00154_0120	AT2G31040
kfl00154_0130	AT3G23980
kfl00154_0140	AT3G14880
kfl00154_0150	AT3G55830
kfl00154_0160	AT5G63630
kfl00154_0170	AT1G15870
kfl00154_0180	AT1G33500
kfl00154_0190	AT1G63110
kfl00154_0200	AT3G21280
kfl00154_0210	AT3G50360
kfl00154_0220	AT1G04510
kfl00154_0230	AT3G03340
kfl00154_0250	AT3G19950
kfl00154_0270	AT4G02220
kfl00155_0010	AT2G16485
kfl00155_0020	AT1G09230
kfl00155_0030	AT5G24710
kfl00155_0040	AT2G46500
kfl00155_0050	AT3G58600
kfl00155_0060	AT1G80460
kfl00155_0080	AT1G77350
kfl00155_0090	AT4G34880
kfl00155_0100	AT5G01770
kfl00155_0110	AT4G24440
kfl00155_0120	AT5G22850
kfl00155_0130	AT3G18290
kfl00155_0140	AT3G18290
kfl00155_0150	AT1G30960
kfl00155_0190	AT4G34500
kfl00155_0200	AT2G40770
kfl00156_0010	AT5G16690
kfl00156_0080	AT1G70590
kfl00156_0090	AT5G37590
kfl00156_0110	AT2G45530
kfl00156_0250	AT3G05040
kfl00157_0010	AT4G23160
kfl00157_0030	AT5G42370
kfl00157_0040	AT3G15430
kfl00157_0060	AT5G46330
kfl00157_0140	AT1G24706
kfl00157_0150	AT2G27990
kfl00157_0160	AT1G23360
kfl00157_0170	AT5G08160
kfl00157_0220	AT3G48200
kfl00158_0030	AT1G68010
kfl00158_0050	AT3G26085
kfl00158_0060	AT3G10700
kfl00158_0080	AT5G62190
kfl00158_0090	AT2G47970
kfl00158_0100	AT5G54160
kfl00158_0110	AT1G51990
kfl00158_0150	AT3G60190
kfl00158_0160	AT5G54090
kfl00158_0170	AT5G54160
kfl00158_0180	AT3G19910
kfl00158_0210	AT5G62220
kfl00158_0230	AT1G08080
kfl00158_0240	AT4G27120
kfl00158_0250	AT5G05980
kfl00159_0010	AT1G18040
kfl00159_0030	AT5G17670
kfl00159_0040	AT1G64060
kfl00159_0050	AT4G14700
kfl00159_0060	AT3G17390
kfl00159_0090	AT1G74380
kfl00159_0100	AT2G16400
kfl00159_0110	AT5G22360
kfl00159_0120	AT5G08550
kfl00159_0130	AT1G22050
kfl00159_0140	AT5G58020
kfl00159_0150	AT4G26180
kfl00159_0170	AT3G53940
kfl00160_0010	AT1G04010
kfl00160_0040	AT1G62750
kfl00160_0050	AT5G09500
kfl00160_0060	ATCG00780
kfl00160_0070	AT2G39740
kfl00160_0080	AT4G05440
kfl00160_0100	AT3G55160
kfl00160_0120	AT1G05500
kfl00160_0130	AT3G06730
kfl00160_0140	AT4G15802
kfl00160_0150	AT3G25470
kfl00160_0160	AT5G25530
kfl00160_0170	AT1G09630
kfl00160_0180	AT1G80930
kfl00160_0190	AT1G07320
kfl00160_0200	AT2G06990
kfl00160_0210	AT5G19300
kfl00160_0230	AT1G70320
kfl00160_0240	AT4G37130
kfl00160_0250	AT1G04200
kfl00160_0260	AT5G27620
kfl00160_0270	AT1G70200
kfl00160_0280	AT5G46840
kfl00161_0030	AT1G78010
kfl00161_0035	AT1G78010
kfl00161_0040	AT1G78010
kfl00161_0060	AT2G26750
kfl00161_0070	AT3G22840
kfl00161_0080	AT3G22840
kfl00161_0090	AT2G46950
